trimestre,CVEMET,zona_metro,acteco
2013-03-01,076,Chetumal,20638.3849620001
2013-03-01,077,Chilpancingo,21396.29652757
2013-03-01,078,Moroleón,9092.54871016021
2013-06-01,001,Aguascalientes,155676.570035574
2013-06-01,002,Tijuana,203224.157242006
2013-06-01,003,Mexicali,154058.715767643
2013-06-01,004,La Laguna,262224.701594102
2013-06-01,005,Saltillo,127989.464004976
2013-06-01,006,Monclova,65025.330126431
2013-06-01,007,Piedras Negras,42658.0066952323
2013-06-01,008,Colima,46877.0787230613
2013-06-01,009,Tecomán,10592.0611494878
2013-06-01,010,Tuxtla,99783.8909789775
2013-06-01,011,Juárez,248026.85715701
2013-06-01,012,Chihuahua,88049.0943429975
2013-06-01,013,CDMX,3604424.61289314
2013-06-01,014,León,202556.578282743
2013-06-01,015,San Francisco,20599.0916297064
2013-06-01,016,Acapulco,88637.660688424
2013-06-01,017,Pachuca,66768.3222808969
2013-06-01,018,Tulancingo,21443.4763631213
2013-06-01,019,Tula,42520.9341619091
2013-06-01,020,Guadalajara,681349.988947752
2013-06-01,021,Puerto Vallarta,56822.6523728761
2013-06-01,022,Ocotlán,13312.6165232319
2013-06-01,023,Toluca,173376.891137308
2013-06-01,024,Morelia,101570.727051106
2013-06-01,025,Zamora,21984.1327136359
2013-06-01,026,Pénjamo,25862.0447560134
2013-06-01,027,Cuernavaca,90161.3743238223
2013-06-01,028,Cuautla,50389.2779870283
2013-06-01,029,Tepic,53568.8857732168
2013-06-01,030,Monterrey,956861.276947014
2013-06-01,031,Oaxaca,75666.1680574758
2013-06-01,032,Tehuantepec,35824.7708065789
2013-06-01,033,Puebla,324543.064838251
2013-06-01,034,Tehuacán,25826.0543848207
2013-06-01,035,Querétaro,236158.933015416
2013-06-01,036,Cancún,146852.762380496
2013-06-01,037,San Luis,192700.587192749
2013-06-01,038,Cd. Fernández,8910.34101764472
2013-06-01,039,Guaymas,38421.2585383226
2013-06-01,040,Villahermosa,211408.733748164
2013-06-01,041,Tampico,94756.942781675
2013-06-01,042,Reynosa,137930.437182779
2013-06-01,043,Matamoros,73362.8133003409
2013-06-01,044,Nuevo Laredo,103946.880221343
2013-06-01,045,Tlaxcala,46792.1722676492
2013-06-01,046,Veracruz,145936.652299768
2013-06-01,047,Xalapa,78572.386618108
2013-06-01,048,Poza Rica,54359.3686021463
2013-06-01,049,Orizaba,62619.4832210824
2013-06-01,050,Minatitlán,87519.9956618296
2013-06-01,051,Coatzacoalcos,120917.261378208
2013-06-01,052,Córdoba,23692.3573416241
2013-06-01,053,Mérida,176533.235190534
2013-06-01,054,Zacatecas,45215.7418540323
2013-06-01,055,Ensenada,63328.0709420375
2013-06-01,056,La Paz,55081.6079920501
2013-06-01,057,Los Cabos,40428.3337043862
2013-06-01,058,Campeche,253179.121125772
2013-06-01,059,Cd. del Carmen,248846.185065405
2013-06-01,060,Manzanillo,33789.9603442119
2013-06-01,061,Tapachula,21481.2731633914
2013-06-01,062,Durango,58452.663474531
2013-06-01,063,Celaya,82465.7480603434
2013-06-01,064,Guanajuato,15765.8602731404
2013-06-01,065,Irapuato,65130.770511462
2013-06-01,066,Salamanca,46615.2194461759
2013-06-01,067,Uruapan,30603.6946229109
2013-06-01,068,San Juan del Río,41792.5239753716
2013-06-01,069,Los Mochis,47859.8755574046
2013-06-01,070,Culiacán,99047.3118729138
2013-06-01,071,Mazatlán,69317.3005048597
2013-06-01,072,Cd. Obregón,50619.2778052289
2013-06-01,073,Hermosillo,132523.902231192
2013-06-01,074,Cárdenas,53252.4262061139
2013-06-01,075,Cd. Victoria,47452.7468937128
2013-06-01,076,Chetumal,20994.6145201793
2013-06-01,077,Chilpancingo,21562.3139182201
2013-06-01,078,Moroleón,9188.48417445516
2013-09-01,001,Aguascalientes,156277.311525369
2013-09-01,002,Tijuana,200237.564137667
2013-09-01,003,Mexicali,151105.793826711
2013-09-01,004,La Laguna,260095.194247038
2013-09-01,005,Saltillo,127111.425357867
2013-09-01,006,Monclova,64816.2106438608
2013-09-01,007,Piedras Negras,42652.6244192717
2013-09-01,008,Colima,46733.1740741668
2013-09-01,009,Tecomán,10554.845266504
2013-09-01,010,Tuxtla,98678.8773355399
2013-09-01,011,Juárez,237414.798727392
2013-09-01,012,Chihuahua,85227.0032083908
2013-09-01,013,CDMX,3551355.76000578
2013-09-01,014,León,201259.870191859
2013-09-01,015,San Francisco,20589.6803753699
2013-09-01,016,Acapulco,87964.4188647912
2013-09-01,017,Pachuca,66481.1533480163
2013-09-01,018,Tulancingo,21267.8366329066
2013-09-01,019,Tula,43363.9553581231
2013-09-01,020,Guadalajara,677102.268438023
2013-09-01,021,Puerto Vallarta,55816.2514096734
2013-09-01,022,Ocotlán,13185.8435572777
2013-09-01,023,Toluca,170018.72381851
2013-09-01,024,Morelia,100639.149174552
2013-09-01,025,Zamora,21811.9495549307
2013-09-01,026,Pénjamo,25601.9723758003
2013-09-01,027,Cuernavaca,90106.2075934301
2013-09-01,028,Cuautla,52010.8843300468
2013-09-01,029,Tepic,53210.3975790358
2013-09-01,030,Monterrey,961269.544103277
2013-09-01,031,Oaxaca,75569.9265032239
2013-09-01,032,Tehuantepec,35531.2001576688
2013-09-01,033,Puebla,318965.478747288
2013-09-01,034,Tehuacán,25596.247808795
2013-09-01,035,Querétaro,237895.706273091
2013-09-01,036,Cancún,146489.728295676
2013-09-01,037,San Luis,190382.265323188
2013-09-01,038,Cd. Fernández,8878.74254521997
2013-09-01,039,Guaymas,36496.8442875665
2013-09-01,040,Villahermosa,209738.091985105
2013-09-01,041,Tampico,95402.9119702137
2013-09-01,042,Reynosa,141095.4142142
2013-09-01,043,Matamoros,74954.2271364365
2013-09-01,044,Nuevo Laredo,105328.623651683
2013-09-01,045,Tlaxcala,44751.6918229277
2013-09-01,046,Veracruz,145399.622874958
2013-09-01,047,Xalapa,78052.0594904333
2013-09-01,048,Poza Rica,53805.5061544564
2013-09-01,049,Orizaba,61965.7120534683
2013-09-01,050,Minatitlán,87187.4830597265
2013-09-01,051,Coatzacoalcos,120518.121417409
2013-09-01,052,Córdoba,23485.1397511529
2013-09-01,053,Mérida,175030.724940421
2013-09-01,054,Zacatecas,45095.3440605805
2013-09-01,055,Ensenada,62409.1345104228
2013-09-01,056,La Paz,54112.5783000357
2013-09-01,057,Los Cabos,39586.640719587
2013-09-01,058,Campeche,249434.315917838
2013-09-01,059,Cd. del Carmen,243604.521183191
2013-09-01,060,Manzanillo,33678.4554637628
2013-09-01,061,Tapachula,21218.0271229201
2013-09-01,062,Durango,57138.5007372509
2013-09-01,063,Celaya,82469.1059203731
2013-09-01,064,Guanajuato,15680.9828364548
2013-09-01,065,Irapuato,65100.0761024938
2013-09-01,066,Salamanca,46393.7206016964
2013-09-01,067,Uruapan,30346.0718695083
2013-09-01,068,San Juan del Río,42235.1516314488
2013-09-01,069,Los Mochis,45949.2410617266
2013-09-01,070,Culiacán,93636.2918870905
2013-09-01,071,Mazatlán,68402.0883702203
2013-09-01,072,Cd. Obregón,49742.7439554018
2013-09-01,073,Hermosillo,128215.419407802
2013-09-01,074,Cárdenas,51998.6107615556
2013-09-01,075,Cd. Victoria,47863.7136854463
2013-09-01,076,Chetumal,20780.0281552154
2013-09-01,077,Chilpancingo,21157.1334023281
2013-09-01,078,Moroleón,9353.8794485339
2013-12-01,001,Aguascalientes,161340.316826258
2013-12-01,002,Tijuana,207729.413772543
2013-12-01,003,Mexicali,155949.493938928
2013-12-01,004,La Laguna,267913.009714041
2013-12-01,005,Saltillo,130031.23739603
2013-12-01,006,Monclova,66505.359090215
2013-12-01,007,Piedras Negras,43777.17691453
2013-12-01,008,Colima,47845.1843874925
2013-12-01,009,Tecomán,10890.4687191349
2013-12-01,010,Tuxtla,101235.603879463
2013-12-01,011,Juárez,261281.698824343
2013-12-01,012,Chihuahua,91082.5347949497
2013-12-01,013,CDMX,3753325.16927663
2013-12-01,014,León,208661.676212827
2013-12-01,015,San Francisco,21589.4650710086
2013-12-01,016,Acapulco,91281.8690362452
2013-12-01,017,Pachuca,71872.3702218296
2013-12-01,018,Tulancingo,22786.5412934247
2013-12-01,019,Tula,48121.9243421153
2013-12-01,020,Guadalajara,706091.883253048
2013-12-01,021,Puerto Vallarta,58064.5692480196
2013-12-01,022,Ocotlán,13769.8165852781
2013-12-01,023,Toluca,175886.976994281
2013-12-01,024,Morelia,102961.974323212
2013-12-01,025,Zamora,22133.4370859241
2013-12-01,026,Pénjamo,26404.175703796
2013-12-01,027,Cuernavaca,93192.1446921655
2013-12-01,028,Cuautla,54714.5288115276
2013-12-01,029,Tepic,54972.4418309971
2013-12-01,030,Monterrey,983537.591707161
2013-12-01,031,Oaxaca,78797.7296419006
2013-12-01,032,Tehuantepec,37514.7876195627
2013-12-01,033,Puebla,326576.400202162
2013-12-01,034,Tehuacán,26094.13540149
2013-12-01,035,Querétaro,244926.519696723
2013-12-01,036,Cancún,149001.425411157
2013-12-01,037,San Luis,194081.796991239
2013-12-01,038,Cd. Fernández,9150.5714205373
2013-12-01,039,Guaymas,39285.8258762294
2013-12-01,040,Villahermosa,214509.879802861
2013-12-01,041,Tampico,95255.7506412679
2013-12-01,042,Reynosa,140746.595497453
2013-12-01,043,Matamoros,75038.5676396113
2013-12-01,044,Nuevo Laredo,105232.767408458
2013-12-01,045,Tlaxcala,47296.151176631
2013-12-01,046,Veracruz,146661.61910394
2013-12-01,047,Xalapa,79074.5812932512
2013-12-01,048,Poza Rica,54469.1184769461
2013-12-01,049,Orizaba,61022.7512172764
2013-12-01,050,Minatitlán,88295.7878710475
2013-12-01,051,Coatzacoalcos,122445.289085328
2013-12-01,052,Córdoba,23684.1971000085
2013-12-01,053,Mérida,181903.55218265
2013-12-01,054,Zacatecas,46856.2048319565
2013-12-01,055,Ensenada,64382.6908258589
2013-12-01,056,La Paz,55337.9534479909
2013-12-01,057,Los Cabos,41238.7324602957
2013-12-01,058,Campeche,254416.30562471
2013-12-01,059,Cd. del Carmen,245534.859173383
2013-12-01,060,Manzanillo,34470.5225225335
2013-12-01,061,Tapachula,21901.4094589411
2013-12-01,062,Durango,60239.6953959046
2013-12-01,063,Celaya,85734.5689640431
2013-12-01,064,Guanajuato,16115.8860999949
2013-12-01,065,Irapuato,69099.7920544437
2013-12-01,066,Salamanca,48621.8766918772
2013-12-01,067,Uruapan,31005.7925776769
2013-12-01,068,San Juan del Río,43729.8235658348
2013-12-01,069,Los Mochis,49073.9994219411
2013-12-01,070,Culiacán,103239.707527721
2013-12-01,071,Mazatlán,72899.7563029474
2013-12-01,072,Cd. Obregón,51883.7859539229
2013-12-01,073,Hermosillo,134401.740853444
2013-12-01,074,Cárdenas,53959.9006525042
2013-12-01,075,Cd. Victoria,47733.2740825658
2013-12-01,076,Chetumal,21626.8038868632
2013-12-01,077,Chilpancingo,22625.5842928893
2013-12-01,078,Moroleón,10078.1253288605
2014-03-01,001,Aguascalientes,160620.993272687
2014-03-01,002,Tijuana,158386.888168132
2014-03-01,003,Mexicali,210434.059742086
2014-03-01,004,La Laguna,251300.933377936
2014-03-01,005,Saltillo,135290.583090781
2014-03-01,006,Monclova,64479.0588411934
2014-03-01,007,Piedras Negras,40875.422908267
2014-03-01,008,Colima,47694.880347493
2014-03-01,009,Tecomán,11173.517537428
2014-03-01,010,Tuxtla,96943.229443443
2014-03-01,011,Juárez,195490.13436492
2014-03-01,012,Chihuahua,116838.267991609
2014-03-01,013,CDMX,3534869.44565642
2014-03-01,014,León,205984.158119836
2014-03-01,015,San Francisco,20745.2531083528
2014-03-01,016,Acapulco,94932.6704739984
2014-03-01,017,Pachuca,74921.3862876192
2014-03-01,018,Tulancingo,20967.7462705247
2014-03-01,019,Tula,41972.593985679
2014-03-01,020,Guadalajara,683350.85253715
2014-03-01,021,Puerto Vallarta,57105.9436313301
2014-03-01,022,Ocotlán,13219.4550245923
2014-03-01,023,Toluca,198590.602926415
2014-03-01,024,Morelia,102219.292545795
2014-03-01,025,Zamora,21329.7685432973
2014-03-01,026,Pénjamo,24834.9304617536
2014-03-01,027,Cuernavaca,92299.4302819628
2014-03-01,028,Cuautla,51316.9786248027
2014-03-01,029,Tepic,54806.1981525915
2014-03-01,030,Monterrey,974286.239973313
2014-03-01,031,Oaxaca,76711.2281544335
2014-03-01,032,Tehuantepec,35319.7852269054
2014-03-01,033,Puebla,322074.017006112
2014-03-01,034,Tehuacán,25119.2163501747
2014-03-01,035,Querétaro,246365.817796912
2014-03-01,036,Cancún,144074.154678594
2014-03-01,037,San Luis,191572.762559994
2014-03-01,038,Cd. Fernández,8767.5326689378
2014-03-01,039,Guaymas,32968.0783899244
2014-03-01,040,Villahermosa,211198.297817581
2014-03-01,041,Tampico,96732.7922498097
2014-03-01,042,Reynosa,155664.774401739
2014-03-01,043,Matamoros,80170.2763504194
2014-03-01,044,Nuevo Laredo,108690.666962145
2014-03-01,045,Tlaxcala,44224.3678597131
2014-03-01,046,Veracruz,160705.634380923
2014-03-01,047,Xalapa,79564.7425587774
2014-03-01,048,Poza Rica,53501.2709551487
2014-03-01,049,Orizaba,60905.1577167328
2014-03-01,050,Minatitlán,85815.9909694505
2014-03-01,051,Coatzacoalcos,125302.888156047
2014-03-01,052,Córdoba,23054.7638005012
2014-03-01,053,Mérida,178717.56720795
2014-03-01,054,Zacatecas,45646.4169408325
2014-03-01,055,Ensenada,50645.3103467858
2014-03-01,056,La Paz,49096.3193608759
2014-03-01,057,Los Cabos,42287.8848694803
2014-03-01,058,Campeche,269816.052389803
2014-03-01,059,Cd. del Carmen,221311.91783502
2014-03-01,060,Manzanillo,32881.6418594379
2014-03-01,061,Tapachula,20974.8456509529
2014-03-01,062,Durango,60459.2564188984
2014-03-01,063,Celaya,83825.2084795228
2014-03-01,064,Guanajuato,21856.7466169116
2014-03-01,065,Irapuato,66729.2341913057
2014-03-01,066,Salamanca,44673.1579449925
2014-03-01,067,Uruapan,31872.8451204223
2014-03-01,068,San Juan del Río,42315.4299056533
2014-03-01,069,Los Mochis,40938.3913227009
2014-03-01,070,Culiacán,119047.934671645
2014-03-01,071,Mazatlán,66599.2463442968
2014-03-01,072,Cd. Obregón,45732.3055363854
2014-03-01,073,Hermosillo,152241.494715071
2014-03-01,074,Cárdenas,47688.6904484419
2014-03-01,075,Cd. Victoria,32759.5803859502
2014-03-01,076,Chetumal,26286.9790678076
2014-03-01,077,Chilpancingo,26609.6085118916
2014-03-01,078,Moroleón,9706.60937075163
2014-06-01,001,Aguascalientes,164502.533121769
2014-06-01,002,Tijuana,164127.56535354
2014-06-01,003,Mexicali,216299.427079677
2014-06-01,004,La Laguna,258819.206592666
2014-06-01,005,Saltillo,138537.220040567
2014-06-01,006,Monclova,66800.1421874415
2014-06-01,007,Piedras Negras,42402.8103079297
2014-06-01,008,Colima,48525.3885263535
2014-06-01,009,Tecomán,11406.1536119452
2014-06-01,010,Tuxtla,98232.8699582657
2014-06-01,011,Juárez,207268.409099747
2014-06-01,012,Chihuahua,125672.372400643
2014-06-01,013,CDMX,3618965.8905252
2014-06-01,014,León,213124.013608661
2014-06-01,015,San Francisco,21487.8412098159
2014-06-01,016,Acapulco,95549.8681306295
2014-06-01,017,Pachuca,76056.641768981
2014-06-01,018,Tulancingo,22172.228044657
2014-06-01,019,Tula,43553.8469517573
2014-06-01,020,Guadalajara,707892.489643914
2014-06-01,021,Puerto Vallarta,55665.6210810405
2014-06-01,022,Ocotlán,13389.8879373916
2014-06-01,023,Toluca,202538.385576822
2014-06-01,024,Morelia,102354.369684132
2014-06-01,025,Zamora,21601.7411750994
2014-06-01,026,Pénjamo,25301.5860962359
2014-06-01,027,Cuernavaca,92954.2603856685
2014-06-01,028,Cuautla,51985.7526573667
2014-06-01,029,Tepic,55463.4538507129
2014-06-01,030,Monterrey,1000783.94151482
2014-06-01,031,Oaxaca,78214.9362471755
2014-06-01,032,Tehuantepec,35449.9582496512
2014-06-01,033,Puebla,328701.895225824
2014-06-01,034,Tehuacán,26108.6471395964
2014-06-01,035,Querétaro,252205.138635685
2014-06-01,036,Cancún,146947.248224869
2014-06-01,037,San Luis,196898.592109863
2014-06-01,038,Cd. Fernández,9013.1585932287
2014-06-01,039,Guaymas,33284.3304329747
2014-06-01,040,Villahermosa,213049.992800885
2014-06-01,041,Tampico,97035.8182976328
2014-06-01,042,Reynosa,151340.105122843
2014-06-01,043,Matamoros,78028.262739286
2014-06-01,044,Nuevo Laredo,106393.17765341
2014-06-01,045,Tlaxcala,45874.5381482483
2014-06-01,046,Veracruz,162739.09572408
2014-06-01,047,Xalapa,80624.6587052254
2014-06-01,048,Poza Rica,53833.445671149
2014-06-01,049,Orizaba,61591.3460997223
2014-06-01,050,Minatitlán,86552.4816208774
2014-06-01,051,Coatzacoalcos,125723.627407318
2014-06-01,052,Córdoba,23162.0193440151
2014-06-01,053,Mérida,182738.248247343
2014-06-01,054,Zacatecas,49081.3487234165
2014-06-01,055,Ensenada,52164.4983429607
2014-06-01,056,La Paz,51024.5562410713
2014-06-01,057,Los Cabos,42432.4097366311
2014-06-01,058,Campeche,271386.184143583
2014-06-01,059,Cd. del Carmen,224144.387721708
2014-06-01,060,Manzanillo,33768.3616979226
2014-06-01,061,Tapachula,21024.4157515316
2014-06-01,062,Durango,63914.6643705839
2014-06-01,063,Celaya,87430.5507710276
2014-06-01,064,Guanajuato,22358.0986954224
2014-06-01,065,Irapuato,69160.0570511189
2014-06-01,066,Salamanca,46864.2705937847
2014-06-01,067,Uruapan,32517.5821818947
2014-06-01,068,San Juan del Río,43473.6059246314
2014-06-01,069,Los Mochis,43811.7189664579
2014-06-01,070,Culiacán,118017.511321507
2014-06-01,071,Mazatlán,68957.8265840716
2014-06-01,072,Cd. Obregón,47842.2327768708
2014-06-01,073,Hermosillo,154340.800679338
2014-06-01,074,Cárdenas,48065.3582386488
2014-06-01,075,Cd. Victoria,32228.1158010349
2014-06-01,076,Chetumal,26693.566415502
2014-06-01,077,Chilpancingo,26888.2510180563
2014-06-01,078,Moroleón,9929.50328622465
2014-09-01,001,Aguascalientes,164924.017120532
2014-09-01,002,Tijuana,164999.582088668
2014-09-01,003,Mexicali,213197.242421123
2014-09-01,004,La Laguna,259892.328729472
2014-09-01,005,Saltillo,136334.496859945
2014-09-01,006,Monclova,66612.6463556061
2014-09-01,007,Piedras Negras,42546.2923532032
2014-09-01,008,Colima,49014.6962678441
2014-09-01,009,Tecomán,11399.4676819544
2014-09-01,010,Tuxtla,98378.8555671582
2014-09-01,011,Juárez,204426.037450947
2014-09-01,012,Chihuahua,125610.564914389
2014-09-01,013,CDMX,3631706.39248872
2014-09-01,014,León,215505.081850128
2014-09-01,015,San Francisco,21740.2439646582
2014-09-01,016,Acapulco,95531.2375397476
2014-09-01,017,Pachuca,75782.7881934388
2014-09-01,018,Tulancingo,21630.102506615
2014-09-01,019,Tula,42296.4219021816
2014-09-01,020,Guadalajara,712700.922614182
2014-09-01,021,Puerto Vallarta,54582.755520825
2014-09-01,022,Ocotlán,13387.1869381026
2014-09-01,023,Toluca,201245.469408397
2014-09-01,024,Morelia,102742.254026584
2014-09-01,025,Zamora,21469.409147317
2014-09-01,026,Pénjamo,25034.2769791857
2014-09-01,027,Cuernavaca,92180.3586950511
2014-09-01,028,Cuautla,50751.0561297301
2014-09-01,029,Tepic,55241.8090126921
2014-09-01,030,Monterrey,1005647.9719567
2014-09-01,031,Oaxaca,77609.31428114
2014-09-01,032,Tehuantepec,34994.535569276
2014-09-01,033,Puebla,329505.932077076
2014-09-01,034,Tehuacán,26231.0627198761
2014-09-01,035,Querétaro,256102.164977289
2014-09-01,036,Cancún,149101.715763268
2014-09-01,037,San Luis,197934.587338576
2014-09-01,038,Cd. Fernández,8932.71287842637
2014-09-01,039,Guaymas,32063.4134265973
2014-09-01,040,Villahermosa,213689.620589107
2014-09-01,041,Tampico,97488.6114784715
2014-09-01,042,Reynosa,153051.135601651
2014-09-01,043,Matamoros,80275.6839982751
2014-09-01,044,Nuevo Laredo,108081.26324945
2014-09-01,045,Tlaxcala,45566.0461044771
2014-09-01,046,Veracruz,162099.244770092
2014-09-01,047,Xalapa,80585.2875794356
2014-09-01,048,Poza Rica,53860.4682933985
2014-09-01,049,Orizaba,62407.6774991404
2014-09-01,050,Minatitlán,86649.0545573853
2014-09-01,051,Coatzacoalcos,125394.860208901
2014-09-01,052,Córdoba,23180.4731781915
2014-09-01,053,Mérida,182802.30278039
2014-09-01,054,Zacatecas,49492.585371309
2014-09-01,055,Ensenada,52774.1128146303
2014-09-01,056,La Paz,49649.2530431346
2014-09-01,057,Los Cabos,38593.4828630643
2014-09-01,058,Campeche,265495.618262883
2014-09-01,059,Cd. del Carmen,219769.835738087
2014-09-01,060,Manzanillo,33855.1470630346
2014-09-01,061,Tapachula,20952.3061239848
2014-09-01,062,Durango,62722.5987532323
2014-09-01,063,Celaya,87752.7393120194
2014-09-01,064,Guanajuato,22401.5262167826
2014-09-01,065,Irapuato,70181.1374178294
2014-09-01,066,Salamanca,47963.055247608
2014-09-01,067,Uruapan,32626.634461374
2014-09-01,068,San Juan del Río,44054.0919081278
2014-09-01,069,Los Mochis,44091.6861017483
2014-09-01,070,Culiacán,115784.836701344
2014-09-01,071,Mazatlán,68740.2841893058
2014-09-01,072,Cd. Obregón,47948.6011329785
2014-09-01,073,Hermosillo,150353.389292248
2014-09-01,074,Cárdenas,47650.5925548162
2014-09-01,075,Cd. Victoria,32861.3285922303
2014-09-01,076,Chetumal,26593.6113007478
2014-09-01,077,Chilpancingo,26925.424527905
2014-09-01,078,Moroleón,10017.2553970333
2014-12-01,001,Aguascalientes,172290.415085509
2014-12-01,002,Tijuana,175627.285719153
2014-12-01,003,Mexicali,225314.995779985
2014-12-01,004,La Laguna,271718.147824901
2014-12-01,005,Saltillo,142135.447091891
2014-12-01,006,Monclova,68581.1286627829
2014-12-01,007,Piedras Negras,43975.9759717733
2014-12-01,008,Colima,50554.315354649
2014-12-01,009,Tecomán,11794.5206135246
2014-12-01,010,Tuxtla,102481.189028886
2014-12-01,011,Juárez,227321.561827156
2014-12-01,012,Chihuahua,136924.157323018
2014-12-01,013,CDMX,3871794.56423665
2014-12-01,014,León,227248.751701842
2014-12-01,015,San Francisco,22880.893275367
2014-12-01,016,Acapulco,99554.6860209559
2014-12-01,017,Pachuca,80260.0378333998
2014-12-01,018,Tulancingo,23523.236297465
2014-12-01,019,Tula,47151.3822286043
2014-12-01,020,Guadalajara,759680.148107229
2014-12-01,021,Puerto Vallarta,58029.3123097412
2014-12-01,022,Ocotlán,13765.805526449
2014-12-01,023,Toluca,211753.874798426
2014-12-01,024,Morelia,106587.116865634
2014-12-01,025,Zamora,21975.9291016384
2014-12-01,026,Pénjamo,26110.1929910808
2014-12-01,027,Cuernavaca,97350.1234811915
2014-12-01,028,Cuautla,53840.0386745863
2014-12-01,029,Tepic,57654.3040676668
2014-12-01,030,Monterrey,1043565.85384528
2014-12-01,031,Oaxaca,81852.5095704419
2014-12-01,032,Tehuantepec,36833.1786209478
2014-12-01,033,Puebla,344533.480312399
2014-12-01,034,Tehuacán,27346.8695514832
2014-12-01,035,Querétaro,265207.782738575
2014-12-01,036,Cancún,153772.204941817
2014-12-01,037,San Luis,206884.562816163
2014-12-01,038,Cd. Fernández,9339.93395230193
2014-12-01,039,Guaymas,35262.2986271177
2014-12-01,040,Villahermosa,220488.36173876
2014-12-01,041,Tampico,96801.3693764058
2014-12-01,042,Reynosa,151368.987099098
2014-12-01,043,Matamoros,79371.29514611
2014-12-01,044,Nuevo Laredo,106640.582397999
2014-12-01,045,Tlaxcala,48557.5391049849
2014-12-01,046,Veracruz,164142.505254708
2014-12-01,047,Xalapa,81370.0235552878
2014-12-01,048,Poza Rica,54759.0273248675
2014-12-01,049,Orizaba,63418.3725751569
2014-12-01,050,Minatitlán,88169.745381986
2014-12-01,051,Coatzacoalcos,127480.647349074
2014-12-01,052,Córdoba,23611.5755797497
2014-12-01,053,Mérida,190835.13852
2014-12-01,054,Zacatecas,51973.1962018132
2014-12-01,055,Ensenada,53153.4415008615
2014-12-01,056,La Paz,54448.9646665277
2014-12-01,057,Los Cabos,42977.6264841445
2014-12-01,058,Campeche,272618.25550599
2014-12-01,059,Cd. del Carmen,222263.101077662
2014-12-01,060,Manzanillo,35034.0813844184
2014-12-01,061,Tapachula,21699.2563057659
2014-12-01,062,Durango,66386.8995080628
2014-12-01,063,Celaya,92227.2949170379
2014-12-01,064,Guanajuato,23697.9319828861
2014-12-01,065,Irapuato,73739.5790934402
2014-12-01,066,Salamanca,51361.5436936026
2014-12-01,067,Uruapan,33347.6326601548
2014-12-01,068,San Juan del Río,45669.0173300034
2014-12-01,069,Los Mochis,49300.245451808
2014-12-01,070,Culiacán,130614.108643578
2014-12-01,071,Mazatlán,75422.7787480888
2014-12-01,072,Cd. Obregón,50351.4405611255
2014-12-01,073,Hermosillo,160500.972704044
2014-12-01,074,Cárdenas,50150.035039483
2014-12-01,075,Cd. Victoria,32698.4340584398
2014-12-01,076,Chetumal,27572.5522285817
2014-12-01,077,Chilpancingo,28237.5163602631
2014-12-01,078,Moroleón,10574.4312323863
2015-03-01,001,Aguascalientes,167886.535962472
2015-03-01,002,Tijuana,167500.396326679
2015-03-01,003,Mexicali,216192.724700421
2015-03-01,004,La Laguna,267367.348720378
2015-03-01,005,Saltillo,140657.52803068
2015-03-01,006,Monclova,67242.9979058795
2015-03-01,007,Piedras Negras,43070.7954104493
2015-03-01,008,Colima,50031.4025622536
2015-03-01,009,Tecomán,11691.879514179
2015-03-01,010,Tuxtla,99438.0564035406
2015-03-01,011,Juárez,213875.030330954
2015-03-01,012,Chihuahua,128349.915726966
2015-03-01,013,CDMX,3717594.52807724
2015-03-01,014,León,220766.533298901
2015-03-01,015,San Francisco,22463.1435228256
2015-03-01,016,Acapulco,97735.6417087453
2015-03-01,017,Pachuca,74327.1265917493
2015-03-01,018,Tulancingo,21713.3469558962
2015-03-01,019,Tula,43616.6039536112
2015-03-01,020,Guadalajara,731101.322413064
2015-03-01,021,Puerto Vallarta,60283.7610690944
2015-03-01,022,Ocotlán,13339.8547447774
2015-03-01,023,Toluca,202462.774662748
2015-03-01,024,Morelia,105307.730047741
2015-03-01,025,Zamora,21660.4920737081
2015-03-01,026,Pénjamo,25880.2804152764
2015-03-01,027,Cuernavaca,94262.5368514405
2015-03-01,028,Cuautla,52368.8078667055
2015-03-01,029,Tepic,56145.7999648083
2015-03-01,030,Monterrey,1030884.84724952
2015-03-01,031,Oaxaca,78156.1666732345
2015-03-01,032,Tehuantepec,36578.5105786861
2015-03-01,033,Puebla,336331.065057051
2015-03-01,034,Tehuacán,27139.6714399734
2015-03-01,035,Querétaro,264028.051985401
2015-03-01,036,Cancún,153618.403068524
2015-03-01,037,San Luis,200370.339371451
2015-03-01,038,Cd. Fernández,9051.40574856717
2015-03-01,039,Guaymas,34052.0469536068
2015-03-01,040,Villahermosa,214313.032545212
2015-03-01,041,Tampico,98059.685133143
2015-03-01,042,Reynosa,156222.069384222
2015-03-01,043,Matamoros,81406.3926462169
2015-03-01,044,Nuevo Laredo,108762.550352334
2015-03-01,045,Tlaxcala,45820.8248529314
2015-03-01,046,Veracruz,161685.885663337
2015-03-01,047,Xalapa,80149.6459561148
2015-03-01,048,Poza Rica,54061.863553164
2015-03-01,049,Orizaba,62390.2423883198
2015-03-01,050,Minatitlán,86931.1404842783
2015-03-01,051,Coatzacoalcos,125617.127597399
2015-03-01,052,Córdoba,23286.7041892691
2015-03-01,053,Mérida,186099.532843863
2015-03-01,054,Zacatecas,49035.7926824626
2015-03-01,055,Ensenada,50430.0051741555
2015-03-01,056,La Paz,51867.5145206303
2015-03-01,057,Los Cabos,42060.8871622807
2015-03-01,058,Campeche,258523.521593252
